NVRID,NAMN,SKYDDSTYP,BESLSTATUS,URSBESLDAT,URSGALLDAT,SENGALLDAT,LAN,KOMMUN,IUCNKAT,FORVALTARE,AREA_HA,LAND_HA,VATTEN_HA,SKOG_HA,GEOSTATUS,DIARIENR,LAGRUM,BESLMYND
2010879,Månsberget,Naturreservat,Gällande,"""2002-09-03T00:00:00.000Z""","""2004-06-03T00:00:00.000Z""","""2004-06-03T00:00:00.000Z""",Västerbottens Län,Dorotea,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Västerbottens län,7.8,134.14,0,126.095,Slutligt inmätt,511-6910-2011,Miljöbalken,Länsstyrelse
2000365,Rammdalen,Naturreservat,Gällande,"""1996-11-25T00:00:00.000Z""","""1998-01-05T00:00:00.000Z""","""1998-01-05T00:00:00.000Z""",Västra Götalands Län,Lerum,"III, Naturmonument (Natural Monument)",Västkuststiftelsen,28.16,26.14,1.97,25.657,Slutligt inmätt,231-743-96,Naturvårdslagen,Länsstyrelse
2044808,Naddennäset,Naturreservat,Gällande,"""2016-12-16T00:00:00.000Z""","""2017-01-12T00:00:00.000Z""","""2017-01-12T00:00:00.000Z""",Västmanlands Län,Surahammar,"0, Områden som ej kan klassificeras enligt IUCN: s system.",Länsstyrelsen i Västmanlands län,122.33,118.9,3.46,98.772,Slutligt inmätt,511-6830-12,Miljöbalken,Länsstyrelse
2004559,Jättjärn,Naturreservat,Gällande,"""2006-05-18T00:00:00.000Z""","""2006-05-25T00:00:00.000Z""","""2006-05-25T00:00:00.000Z""",Västernorrlands Län,Sollefteå,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Västernorrlands län,52.37,52.38,0,46.037,Slutligt inmätt,511-3703-05 / 511-1109-07,Miljöbalken,Länsstyrelse
2000699,Grossjöberget,Naturreservat,Gällande,"""1998-03-20T00:00:00.000Z""","""1998-06-01T00:00:00.000Z""","""1998-06-01T00:00:00.000Z""",Gävleborgs Län,Bollnäs,"Ia, Strikt naturreservat (Strict Nature Reserve)",Bollnäs kommun,419.1,404.61,16.64,385.103,Slutligt inmätt,"231-6668-93, 83-201",Naturvårdslagen,Länsstyrelse
2004593,Görslövsåns mader,Naturreservat,Gällande,"""2006-04-28T00:00:00.000Z""","""2006-04-28T00:00:00.000Z""","""2016-07-16T00:00:00.000Z""",Skåne Län,Höganäs,"V, Skyddat landskap/havsområde (Protected Landscape/Seascape)",Länsstyrelsen i Skåne län,197.98,195.41,2.58,0.187,Slutligt inmätt,"511-7562-2016, 1284-213",Miljöbalken,Länsstyrelse
2000799,Rya skog,Naturreservat,Gällande,"""1928-04-12T00:00:00.000Z""","""1928-05-03T00:00:00.000Z""","""1928-05-03T00:00:00.000Z""",Västra Götalands Län,Göteborg,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Göteborgs kommun,16.21,16.24,0,14.525,Justerad mot fastighetskarta,11.129-1689-72 1480-207,Naturvårdslagen,Länsstyrelse
2002138,Bergs Klätt,Naturreservat,Gällande,"""1976-08-02T00:00:00.000Z""","""1976-08-02T00:00:00.000Z""","""2017-01-09T00:00:00.000Z""",Värmlands Län,Arvika,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Värmlands län,269.01,113.84,155.2,73.34,Justerad mot fastighetskarta,511-2722-2015,Miljöbalken,Länsstyrelse
2002952,Gräne,Naturreservat,Gällande,"""2005-08-12T00:00:00.000Z""","""2005-09-17T00:00:00.000Z""","""2005-09-17T00:00:00.000Z""",Gotlands Län,Gotland,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Gotlands län,86.33,86.3,0,64.049,Slutligt inmätt,511-3517-00,Miljöbalken,Länsstyrelse
2000223,Fagertärn,Naturreservat,Gällande,"""1983-02-18T00:00:00.000Z""","""1983-03-11T00:00:00.000Z""","""1983-03-11T00:00:00.000Z""",Örebro Län,Askersund,"III, Naturmonument (Natural Monument)",Länsstyrelsen i Örebro län,35.37,14.21,21.16,13.144,Justerad mot fastighetskarta,11.1211-1850-80,Naturvårdslagen,Länsstyrelse
2000065,Steneryd,Naturreservat,Gällande,"""1964-06-24T00:00:00.000Z""","""1964-06-24T00:00:00.000Z""","""1964-06-24T00:00:00.000Z""",Blekinge Län,Karlskrona,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Länsstyrelsen i Blekinge län,7.42,7.38,0,1.482,Justerad mot fastighetskarta,"IIIR-1-64, 11.1211-371-79, G79",Naturvårdslagen,Länsstyrelse
2042326,Tollaskogen,Naturreservat,Gällande,"""2014-05-07T00:00:00.000Z""","""2014-06-09T00:00:00.000Z""","""2014-06-09T00:00:00.000Z""",Skåne Län,Hässleholm,"0, Områden som ej kan klassificeras enligt IUCN: s system.",Länsstyrelsen i Skåne län,87.62,87.64,0,82.718,Ospecificerad,511-10315-2012 och 511-11524-2014,Miljöbalken,Länsstyrelse
2022949,Gådeåbergsbrännan,Naturreservat,Gällande,"""2010-06-14T00:00:00.000Z""","""2010-07-05T00:00:00.000Z""","""2010-07-05T00:00:00.000Z""",Västernorrlands Län,Härnösand,"Ia, Strikt naturreservat (Strict Nature Reserve)",Härnösands kommun,8.44,8.45,0,8.439,Ospecificerad,511-5162-10,Miljöbalken,Kommun
2023153,Marmorbruket,Naturreservat,Gällande,"""2012-12-06T00:00:00.000Z""","""2013-01-05T00:00:00.000Z""","""2013-01-05T00:00:00.000Z""",Östergötlands Län,Norrköping,"Ia, Strikt naturreservat (Strict Nature Reserve)",Norrköpings kommun,78.01,64.82,13.42,39.962,Slutligt inmätt,511-5519-12,Miljöbalken,Länsstyrelse
2040976,Björndalsbergen,Naturreservat,Gällande,"""2013-06-26T00:00:00.000Z""","""2013-07-31T00:00:00.000Z""","""2013-07-31T00:00:00.000Z""",Södermanlands Län,Gnesta,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Södermanlands län,68.48,66.1,2.41,52.284,Slutligt inmätt,511-5356-2011,Miljöbalken,Länsstyrelse
2000463,Axmar,Naturreservat,Gällande,"""1978-11-13T00:00:00.000Z""","""1978-12-11T00:00:00.000Z""","""2009-09-25T00:00:00.000Z""",Gävleborgs Län,"Gävle, Söderhamn","V, Skyddat landskap/havsområde (Protected Landscape/Seascape)",Länsstyrelsen i Gävleborgs län,5205.09,1230.89,3974.14,1067.529,Justerad mot fastighetskarta,11.121-2800-75/231-7229-91,Miljöbalken,Länsstyrelse
2000022,Trystorps ekäng,Naturreservat,Gällande,"""1967-12-22T00:00:00.000Z""","""1967-12-22T00:00:00.000Z""","""1998-06-12T00:00:00.000Z""",Örebro Län,"Hallsberg, Lekeberg","IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Örebro läns landstings vilt- o naturvårdskommitté,43.93,43.95,0,42.366,Justerad mot fastighetskarta,231-01595-98,Naturvårdslagen,Länsstyrelse
2014800,Bogesundslandet,Naturreservat,Gällande,"""2013-10-01T00:00:00.000Z""","""2015-04-16T00:00:00.000Z""","""2015-04-16T00:00:00.000Z""",Stockholms Län,Vaxholm,"V, Skyddat landskap/havsområde (Protected Landscape/Seascape)",Statens Fastighetsverk,4341.11,2890.05,1450.6,2283.217,Slutligt inmätt,511-24730-2012,Miljöbalken,Länsstyrelse
2040973,Angerdshestra prästskog,Naturreservat,Gällande,"""2013-06-25T00:00:00.000Z""","""2013-07-26T00:00:00.000Z""","""2013-07-26T00:00:00.000Z""",Jönköpings Län,Jönköping,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Länsstyrelsen i Jönköpings län,19.24,19.24,0,16.374,Slutligt inmätt,511-366-2012,Miljöbalken,Länsstyrelse
2013442,Gessi,Naturreservat,Gällande,"""2007-12-14T00:00:00.000Z""","""2008-02-05T00:00:00.000Z""","""2008-02-05T00:00:00.000Z""",Dalarnas Län,Mora,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Dalarnas län,34.02,33.25,0.78,27.601,Slutligt inmätt,511-11809-07,Miljöbalken,Länsstyrelse
2000936,Lövlund,Naturreservat,Gällande,"""2003-09-29T00:00:00.000Z""","""2004-02-16T00:00:00.000Z""","""2004-02-19T00:00:00.000Z""",Västernorrlands Län,Sollefteå,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Sollefteå kommun,33.19,32.97,0.17,33,Justerad mot fastighetskarta,511-4387-03,Miljöbalken,Kommun
2002312,Källenäs domänreservat,Naturreservat,Gällande,"""1996-12-19T00:00:00.000Z""","""1997-01-09T00:00:00.000Z""","""1997-01-09T00:00:00.000Z""",Jönköpings Län,Jönköping,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Jönköpings län,7.81,7.79,0,7.806,Slutligt inmätt,231-11656-96,Naturvårdslagen,Länsstyrelse
2001070,Eriksören-Svartholmen,Naturreservat,Gällande,"""1944-09-07T00:00:00.000Z""","""1944-09-07T00:00:00.000Z""","""1944-09-07T00:00:00.000Z""",Norrbottens Län,Kalix,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Norrbottens län,9.86,9.82,0.02,7.586,Justerad mot fastighetskarta,1944-09-07,Naturvårdslagen,Länsstyrelse
2000382,Östen,Naturreservat,Gällande,"""1994-11-28T00:00:00.000Z""","""1994-12-19T00:00:00.000Z""","""2008-03-17T00:00:00.000Z""",Västra Götalands Län,"Mariestad, Skövde, Töreboda","IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Länsstyrelsen i Västra Götalands län,1397.27,790.35,606.85,56.901,Ospecificerad,511-89993-2006,Miljöbalken,Länsstyrelse
2014579,Anokangas,Naturreservat,Gällande,"""2009-12-08T00:00:00.000Z""","""2010-01-01T00:00:00.000Z""","""2010-01-01T00:00:00.000Z""",Norrbottens Län,Pajala,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Norrbottens län,872.54,773.45,98.9,570.081,Slutligt inmätt,511-3660-09,Miljöbalken,Länsstyrelse
2002755,Kägelberget,Naturreservat,Gällande,"""2004-04-23T00:00:00.000Z""","""2004-05-14T00:00:00.000Z""","""2004-05-15T00:00:00.000Z""",Dalarnas Län,Leksand,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Dalarnas län,312.5,312.6,0,278.374,Slutligt inmätt,511-5037-01,Miljöbalken,Länsstyrelse
2001969,Malön,Naturreservat,Gällande,"""1965-03-26T00:00:00.000Z""","""1965-03-26T00:00:00.000Z""","""1965-03-26T00:00:00.000Z""",Hallands Län,Kungsbacka,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Onsala skifteslags naturvårdsstiftelse,107.76,105.3,2.45,1.34,Justerad mot fastighetskarta,III R 33-62,Naturvårdslagen,Länsstyrelse
2002124,Rännberg,Naturreservat,Gällande,"""1996-06-03T00:00:00.000Z""","""1997-01-10T00:00:00.000Z""","""1997-01-10T00:00:00.000Z""",Värmlands Län,Torsby,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Värmlands län,86.79,86.85,0,86.776,Justerad mot fastighetskarta,231-3763-96,Naturvårdslagen,Länsstyrelse
2002568,Råmyran,Naturreservat,Gällande,"""2003-04-16T00:00:00.000Z""","""2003-05-13T00:00:00.000Z""","""2003-05-13T00:00:00.000Z""",Västmanlands Län,Skinnskatteberg,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Västmanlands län,116.81,116.89,0,73.847,Slutligt inmätt,511-5389-98,Naturvårdslagen,Länsstyrelse
2041673,Karsefors,Naturreservat,Gällande,"""2013-11-27T00:00:00.000Z""","""2014-03-20T00:00:00.000Z""","""2014-03-20T00:00:00.000Z""",Hallands Län,Laholm,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Länsstyrelsen i Hallands län,73.79,62.71,11.09,59.719,Slutligt inmätt,511-7041-11,Miljöbalken,Länsstyrelse
2024789,Hatten,Naturreservat,Gällande,"""2010-11-17T00:00:00.000Z""","""2010-12-16T00:00:00.000Z""","""2010-12-16T00:00:00.000Z""",Jönköpings Län,"Sävsjö, Vaggeryd","Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Jönköpings län,208.74,207.69,1.02,192.377,Slutligt inmätt,511-9589-05,Miljöbalken,Länsstyrelse
2001939,Stora Bötets Domänreservat,Naturreservat,Gällande,"""1997-12-19T00:00:00.000Z""","""1998-01-10T00:00:00.000Z""","""1998-01-10T00:00:00.000Z""",Södermanlands Län,Nyköping,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Södermanlands län,323.43,301.06,22.33,141.995,Ospecificerad,231-457-1997,Naturvårdslagen,Länsstyrelse
2021405,Sillerberget,Naturreservat,Gällande,"""2009-12-09T00:00:00.000Z""","""2010-01-09T00:00:00.000Z""","""2010-01-09T00:00:00.000Z""",Gävleborgs Län,Ljusdal,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Gävleborgs län,47.8,45.7,2.15,44.671,Slutligt inmätt,511-1793-09,Miljöbalken,Länsstyrelse
2042227,Nybruksberget,Naturreservat,Gällande,"""2014-08-27T00:00:00.000Z""","""2014-09-29T00:00:00.000Z""","""2014-09-29T00:00:00.000Z""",Norrbottens Län,Arvidsjaur,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Norrbottens län,60.96,60.93,0,39.194,Slutligt inmätt,511-7988-11,Miljöbalken,Länsstyrelse
2002231,Ekhultebergen,Naturreservat,Gällande,"""2001-06-21T00:00:00.000Z""","""2001-09-20T00:00:00.000Z""","""2001-09-20T00:00:00.000Z""",Kalmar Län,Västervik,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Kalmar län,20.43,20.38,0,15.923,Justerad mot fastighetskarta,"2310-7553-97, 0561-202.231-8070-01",Naturvårdslagen,Länsstyrelse
2001506,Fulltofta-Häggenäs,Naturreservat,Gällande,"""1977-05-13T00:00:00.000Z""","""1977-05-13T00:00:00.000Z""","""1977-05-13T00:00:00.000Z""",Skåne Län,Hörby,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Länsstyrelsen i Skåne län,33.19,33.21,0,18.867,Justerad mot fastighetskarta,11.1211-1067-77(1266-205),Naturvårdslagen,Länsstyrelse
2000904,Berge urskog,Naturreservat,Gällande,"""1998-05-04T00:00:00.000Z""","""1998-05-29T00:00:00.000Z""","""1998-05-29T00:00:00.000Z""",Jämtlands Län,Östersund,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Jämtlands län,74.96,72.55,0.74,61.099,Slutligt inmätt,231-9069-97,Naturvårdslagen,Länsstyrelse
2000740,Ramsvikslandet,Naturreservat,Gällande,"""1969-04-18T00:00:00.000Z""","""1970-03-23T00:00:00.000Z""","""2007-11-01T00:00:00.000Z""",Västra Götalands Län,Sotenäs,"V, Skyddat landskap/havsområde (Protected Landscape/Seascape)",Västkuststiftelsen,1935,1200.87,732.17,75.027,Delvis inmätt,511-19051-2002,Miljöbalken,Länsstyrelse
2014072,Rennstadsnipan,Naturreservat,Gällande,"""2008-07-30T00:00:00.000Z""","""2008-09-22T00:00:00.000Z""","""2008-09-22T00:00:00.000Z""",Värmlands Län,Kil,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Värmlands län,61.85,61.9,0.09,60.717,Slutligt inmätt,511-2886-02,Miljöbalken,Länsstyrelse
2001122,Tynnelsö Prästholmen,Naturreservat,Gällande,"""2003-06-13T00:00:00.000Z""","""2003-07-17T00:00:00.000Z""","""2003-07-17T00:00:00.000Z""",Södermanlands Län,Strängnäs,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Södermanlands län,66.9,63.35,3.45,39.773,Slutligt inmätt,511-7294-2001,Miljöbalken,Länsstyrelse
2001174,Rosslavallen,Naturreservat,Gällande,"""1999-12-15T00:00:00.000Z""","""2000-01-10T00:00:00.000Z""","""2000-01-10T00:00:00.000Z""",Gävleborgs Län,Nordanstig,"0, Områden som ej kan klassificeras enligt IUCN: s system.",Länsstyrelsen i Gävleborgs län,7.33,7.32,0,7.216,Slutligt inmätt,"231-8436-98, 32-218",Naturvårdslagen,Länsstyrelse
2002561,Fiolenområdet,Naturreservat,Gällande,"""1997-08-18T00:00:00.000Z""","""2001-11-15T00:00:00.000Z""","""2008-03-10T00:00:00.000Z""",Kronobergs Län,"Alvesta, Växjö","Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Kronobergs län,1049.88,890.16,159.74,673.364,Slutligt inmätt,511-8935-01,Miljöbalken,Länsstyrelse
2005473,Örasjöbäcken-Storsvedjan,Naturreservat,Gällande,"""2006-12-12T00:00:00.000Z""","""2006-12-21T00:00:00.000Z""","""2006-12-21T00:00:00.000Z""",Västernorrlands Län,Timrå,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Västernorrlands län,227.55,201.88,25.85,197.983,Slutligt inmätt,511-4840-02,Miljöbalken,Länsstyrelse
2004578,Granliden,Naturreservat,Gällande,"""2006-12-12T00:00:00.000Z""","""2006-12-21T00:00:00.000Z""","""2006-12-21T00:00:00.000Z""",Västernorrlands Län,Örnsköldsvik,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Västernorrlands län,89.5,89.48,0.09,79.548,Slutligt inmätt,511-10027-02 / 511-1109-07,Miljöbalken,Länsstyrelse
2042111,Veksjömyr,Naturreservat,Gällande,"""2014-12-16T00:00:00.000Z""","""2015-02-12T00:00:00.000Z""","""2015-02-12T00:00:00.000Z""",Dalarnas Län,Älvdalen,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Dalarnas län,2711.7,2530.62,181.13,794.683,Slutligt inmätt,511-6746-2011,Miljöbalken,Länsstyrelse
2013391,Hovby ängar,Naturreservat,Gällande,"""2007-10-24T00:00:00.000Z""","""2007-11-15T00:00:00.000Z""","""2007-11-15T00:00:00.000Z""",Skåne Län,Kristianstad,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Länsstyrelsen i Skåne län,845.35,356.59,494.21,6.211,Slutligt inmätt,"511-34605-04, 511-58741-07",Miljöbalken,Länsstyrelse
2002594,Bispebo,Naturreservat,Gällande,"""2003-12-17T00:00:00.000Z""","""2004-01-17T00:00:00.000Z""","""2004-01-17T00:00:00.000Z""",Västmanlands Län,Västerås,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Västmanlands län,58.7,58.75,0,58.601,Slutligt inmätt,511-13290-02,Miljöbalken,Länsstyrelse
2001031,Galtispuoda,Naturreservat,Gällande,"""1971-12-31T00:00:00.000Z""","""1971-12-31T00:00:00.000Z""","""1971-12-31T00:00:00.000Z""",Norrbottens Län,Arjeplog,"0, Områden som ej kan klassificeras enligt IUCN: s system.",Länsstyrelsen i Norrbottens län,114.58,114.58,0,54.264,Slutligt inmätt,"11-121-188-71,2812-72",Naturvårdslagen,Länsstyrelse
2026469,Tornberget,Naturreservat,Gällande,"""2010-06-07T00:00:00.000Z""","""2011-02-17T00:00:00.000Z""","""2012-05-22T00:00:00.000Z""",Stockholms Län,Haninge,"Ia, Strikt naturreservat (Strict Nature Reserve)",Haninge kommun,358.96,358.88,0,312.935,Ospecificerad,KS 197/2011,Miljöbalken,Kommun
2001452,Kungsbro,Naturreservat,Gällande,"""1996-04-26T00:00:00.000Z""","""1996-06-04T00:00:00.000Z""","""1996-06-04T00:00:00.000Z""",Östergötlands Län,Linköping,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Länsstyrelsen i Östergötlands län,101.12,78.76,22.44,11.582,Justerad mot fastighetskarta,2310-2499-95,Naturvårdslagen,Länsstyrelse
2001882,Arksjöberget,Naturreservat,Gällande,"""1999-11-02T00:00:00.000Z""","""1999-11-02T00:00:00.000Z""","""1999-11-02T00:00:00.000Z""",Västerbottens Län,Dorotea,"Ib, Vildmarksområde (Wilderness Area)",Länsstyrelsen i Västerbottens län,1054.72,1036.84,18.1,411.92,Justerad mot fastighetskarta,231-5724/97,Miljöbalken,Länsstyrelse
2002418,Övragård,Naturreservat,Gällande,"""2000-02-25T00:00:00.000Z""","""2000-03-20T00:00:00.000Z""","""2000-03-20T00:00:00.000Z""",Hallands Län,Laholm,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Länsstyrelsen i Hallands län,15.33,14.51,0.85,3.641,Slutligt inmätt,231-8355-99,Miljöbalken,Länsstyrelse
2045458,Hålabäcksmaderna,Naturreservat,Gällande,"""2016-06-21T00:00:00.000Z""","""2016-07-16T00:00:00.000Z""","""2016-07-16T00:00:00.000Z""",Blekinge Län,Ronneby,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Länsstyrelsen i Blekinge län,61.49,57.52,3.88,40.02,Ospecificerad,511-3618-2012,Miljöbalken,Länsstyrelse
2000641,Finn-Stenbittjärnsbäcken,Naturreservat,Gällande,"""1995-02-20T00:00:00.000Z""","""1995-03-20T00:00:00.000Z""","""1995-03-20T00:00:00.000Z""",Västernorrlands Län,Kramfors,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Västernorrlands län,11.8,11.81,0.03,10.129,Slutligt inmätt,231-5808-93,Naturvårdslagen,Länsstyrelse
2014015,Ormdalen,Naturreservat,Gällande,"""2013-03-04T00:00:00.000Z""","""2013-03-27T00:00:00.000Z""","""2013-03-27T00:00:00.000Z""",Västmanlands Län,Skinnskatteberg,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Västmanlands län,35.15,34.79,0.37,33.219,Slutligt inmätt,511-4426-12,Miljöbalken,Länsstyrelse
2001405,Stavsbjär,Naturreservat,Gällande,"""1995-06-16T00:00:00.000Z""","""1995-07-12T00:00:00.000Z""","""1995-07-12T00:00:00.000Z""",Hallands Län,Halmstad,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Länsstyrelsen i Hallands län,4.69,4.7,0,4.57,Slutligt inmätt,231-1573-90,Naturvårdslagen,Länsstyrelse
2001466,Uggleskogen,Naturreservat,Gällande,"""2002-09-16T00:00:00.000Z""","""2003-01-03T00:00:00.000Z""","""2003-01-03T00:00:00.000Z""",Skåne Län,Perstorp,"0, Områden som ej kan klassificeras enligt IUCN: s system.",Perstorps kommun,36.78,36.87,0,34.163,Slutligt inmätt,xxxxxx,Miljöbalken,Kommun
2002472,Barkbergsknopparna,Naturreservat,Gällande,"""1989-12-18T00:00:00.000Z""","""1990-01-10T00:00:00.000Z""","""1990-01-10T00:00:00.000Z""",Dalarnas Län,Orsa,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Dalarnas län,149.44,149.32,0.1,140.657,Slutligt inmätt,2311-4967-89,Naturvårdslagen,Länsstyrelse
2045797,Holänningskogens naturreservat,Naturreservat,Gällande,"""2016-11-21T00:00:00.000Z""","""2016-12-15T00:00:00.000Z""","""2016-12-15T00:00:00.000Z""",Västernorrlands Län,Ånge,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Västernorrlands län,42.67,32.57,10.2,31.47,Ospecificerad,511-4192-13,Miljöbalken,Länsstyrelse
2000335,Jättenekärret,Naturreservat,Gällande,"""1996-06-25T00:00:00.000Z""","""1996-07-19T00:00:00.000Z""","""1996-07-19T00:00:00.000Z""",Västra Götalands Län,Falköping,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Länsstyrelsen i Västra Götalands län,11.52,11.51,0,10.741,Justerad mot fastighetskarta,R-län 231-306-91,Naturvårdslagen,Länsstyrelse
2000437,Ålarve,Naturreservat,Gällande,"""1999-04-08T00:00:00.000Z""","""1999-05-31T00:00:00.000Z""","""1999-05-31T00:00:00.000Z""",Gotlands Län,Gotland,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Länsstyrelsen i Gotlands län,174.72,66.38,108.35,31.094,Slutligt inmätt,231-150-98,Naturvårdslagen,Länsstyrelse
2002617,Fullerö backar,Naturreservat,Gällande,"""1995-04-28T00:00:00.000Z""","""1995-06-02T00:00:00.000Z""","""1995-06-02T00:00:00.000Z""",Uppsala Län,Uppsala,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Länsstyrelsen i Uppsala län,22.83,22.04,0.82,3.384,Justerad mot fastighetskarta,231-691-92,Naturvårdslagen,Länsstyrelse
2013950,Gallejaur,Naturreservat,Gällande,"""2008-08-11T00:00:00.000Z""","""2008-09-15T00:00:00.000Z""","""2008-09-15T00:00:00.000Z""",Norrbottens Län,Arvidsjaur,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Norrbottens län,108.54,108.5,0,106.379,Slutligt inmätt,511-7896-04,Miljöbalken,Länsstyrelse
2002336,Kråketorpsskogen,Naturreservat,Gällande,"""1999-01-15T00:00:00.000Z""","""1999-03-02T00:00:00.000Z""","""2006-06-06T00:00:00.000Z""",Jönköpings Län,"Sävsjö, Vetlanda","Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Jönköpings län,32.39,30.73,1.6,15.256,Slutligt inmätt,511-1348-06,Miljöbalken,Länsstyrelse
2024850,Rocksjön,Naturreservat,Gällande,"""2010-08-26T00:00:00.000Z""","""2010-10-28T00:00:00.000Z""","""2010-10-28T00:00:00.000Z""",Jönköpings Län,Jönköping,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Jönköpings kommun,78.03,38.53,39.58,19.672,Ospecificerad,Ks/2010:288 430,Miljöbalken,Kommun
2043067,Storhagen,Naturreservat,Gällande,"""2014-11-21T00:00:00.000Z""","""2014-12-18T00:00:00.000Z""","""2014-12-18T00:00:00.000Z""",Gotlands Län,Gotland,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Gotlands län,25.93,26.05,0,25.667,Slutligt inmätt,511-2198-12,Miljöbalken,Länsstyrelse
2000266,Liljekonvaljeholmen,Naturreservat,Gällande,"""2000-05-12T00:00:00.000Z""","""2000-05-12T00:00:00.000Z""","""2000-05-12T00:00:00.000Z""",Örebro Län,Lindesberg,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Örebro län,28.01,27.58,0.35,23.568,Justerad mot fastighetskarta,231-04522-99,Miljöbalken,Länsstyrelse
2000037,Storemosse,Naturreservat,Gällande,"""1981-03-06T00:00:00.000Z""","""1981-04-07T00:00:00.000Z""","""2016-01-12T00:00:00.000Z""",Blekinge Län,Ronneby,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Länsstyrelsen i Blekinge län,172.57,139.41,33.06,95.702,Ospecificerad,511-3237-2012,Miljöbalken,Länsstyrelse
2042567,Strönningsvik,Naturreservat,Gällande,"""2014-11-24T00:00:00.000Z""","""2014-12-29T00:00:00.000Z""","""2014-12-29T00:00:00.000Z""",Uppsala Län,Tierp,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Uppsala län,43.65,36.17,7.54,18.826,Delvis inmätt,511-2767-11,Miljöbalken,Länsstyrelse
2000775,Börs Flåg,Naturreservat,Gällande,"""1981-03-30T00:00:00.000Z""","""1981-06-06T00:00:00.000Z""","""1981-06-06T00:00:00.000Z""",Västra Götalands Län,Stenungsund,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Västkuststiftelsen,121.35,38.03,83.28,36.622,Ospecificerad,11-121-3274-74 1415-203 / 11.121-3274-72,Naturvårdslagen,Länsstyrelse
2002518,Hyttnäs,Naturreservat,Gällande,"""1970-12-15T00:00:00.000Z""","""1970-12-15T00:00:00.000Z""","""1970-12-15T00:00:00.000Z""",Dalarnas Län,Falun,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Falu kommun,9.2,7.2,2.03,1.839,Ospecificerad,III R 11-6-70,Naturvårdslagen,Länsstyrelse
